Id,Predictions
121,2000.2288278507024
122,1992.7201754708358
123,2003.9764316370533
124,2004.7910268894473
125,1992.1625634529998
126,2004.7895689258542
127,2005.3144641169672
128,1993.977142126821
129,1981.326273461526
130,2006.3062189631348
131,1993.8851629145938
132,1997.7670391326262
133,2001.0100340436602
134,2004.281930639953
135,2002.484333782168
136,2003.8732090309034
137,2006.5141548671743
138,2001.6764586556217
139,1993.6261664724161
140,2005.8481207700186
141,1994.243903773331
142,2001.127138450739
143,2000.8090563282517
144,2002.5721014970886
145,1997.9233250572572
146,2002.9942693657015
147,2001.947922461028
148,1999.4569106224633
149,2003.07645712339
150,2004.9358327916486
151,1993.3006893984355
152,2005.1585268119152
153,2004.7772291520548
154,2002.2110218119456
155,1989.1829276012281
156,2006.4342738079424
157,1989.608182251466
158,2002.7333035239708
159,1987.650972429022
160,2007.0579820994915
161,2001.9916104739773
162,2005.2059858542586
163,2006.338947148976
164,1997.343284838239
165,1996.3491737829945
166,1999.460162706251
167,2005.9678287723898
168,2003.8222856646532
169,2000.6895870914725
170,1995.4553100782057
171,2003.4787661044807
172,1980.6508600329053
173,2004.8966356198575
174,1990.8578926696878
175,1989.1286353730602
176,1982.7376615646426
177,2003.6729150288863
178,2000.9805205645494
179,1991.221476462069
180,2004.0219302928258
181,1994.5702444133483
182,1998.448148796456
183,1996.8556875305037
184,2003.8451721842196
185,2004.8986314034362
186,1995.2002748389666
187,2004.0786973251786
188,1986.657573438125
189,1988.1775215438747
190,2001.6007610210995
191,1991.353663349242
192,2005.2168515957203
193,2004.0597730670806
194,2002.9913078957607
195,2006.0518000699528
196,1994.7213810364553
197,2000.6442105510564
198,2003.3817368702737
199,1998.2196699718165
200,2004.8894340907973
201,2005.191859632789
202,1994.18465184709
203,1992.674790574205
204,1987.6235778894306
205,2005.2711358511667
206,1998.9776055061768
207,1997.2556194250446
208,2005.853544346569
209,2003.8966820551693
210,2004.7524034973626
211,1984.125791307349
212,1986.2046944232845
213,1980.6508600329053
214,1984.2411098051384
215,1990.7822622939325
216,1993.2027653129892
217,1995.5675363699502
218,1993.4647416476735
219,2005.2633827390823
220,2003.4076409948777
221,1997.4042646983287
222,2002.2276602331017
223,1996.4012649238678
224,2005.453393768057
225,1986.2157785527675
226,1993.5912642529006
227,1986.1605934967833
228,1998.700590893711
229,1995.2267403161413
230,1994.9548131779377
231,1992.82926976535
232,2000.5120274231333
233,1992.3388501198524
234,1998.7655313097714
235,1994.9444777031092
236,2005.6670188947512
237,1993.192880334191
238,2000.7491561961745
239,1997.9678363362896
240,1988.3526169550873
241,2007.0536317731483
242,1996.3854574661063
243,1999.8692901420695
244,1991.5428834103043
245,1997.4770893214811
246,2003.5514372172017
247,2004.059447179394
248,2006.280747409935
249,1988.1138481767027
250,2004.5652809210258
251,2002.486288994965
252,2000.185011767884
253,1992.3813586059046
254,2003.974711849739
255,2000.229260703577
256,1999.008613417828
257,2010.6479125857172
258,1987.0785487007506
259,2002.499888131536
260,1982.3964646892282
261,1996.484368260265
262,1983.3684551193298
263,1998.7614151826895
264,1993.0688651178643
265,2004.696568230457
266,2005.7555447096895
267,2000.4338719648306
268,2000.5545747113908
269,1995.5830028938553
270,1998.6966967914318
271,1997.4122125320628
272,2005.71976941365
273,1981.863791715026
274,1996.6715843159304
275,1998.0881865449494
276,1985.5843004287715
277,2003.0456483162914
278,1998.3816950117566
279,2007.4537300563713
280,1989.5469764878833
281,1998.1645215070769
282,2002.6014156448718
283,1986.7357814239924
284,2004.5549353292838
285,2000.56282339726
286,2004.026896720621
287,2004.2458147728514
288,1999.946202680546
289,2001.911813210574
290,2003.6852991102392
291,2005.0989159883727
292,1992.617743892312
293,1988.3495899331454
294,1991.5819073363364
295,2001.155872660466
296,1996.8627868794372
297,2000.794798434443
298,1996.835005972439
299,1998.7949308266802
300,2004.5544274275564
301,1985.2870767516495
302,2005.7167802237716
303,1992.633844102526
304,1999.7899240413449
305,2002.380058941312
306,1998.0052450273051
307,1991.771451639638
308,2003.3023343680625
309,2007.9030149792668
310,1999.0604251076584
311,1999.2613834628444
312,1980.6508600329053
313,2003.3132320858715
314,1989.2676079158005
315,2002.7847020895747
316,2005.6275172206351
317,1982.4168002535012
318,1991.151123767743
319,1980.6508600329053
320,1995.599166238459
321,2003.3913195653693
322,1997.6628882734708
323,2002.482416004036
324,2003.3984965665009
325,2001.508942317209
326,1998.0104609974453
327,1991.125710173653
328,1995.0132753768382
329,1998.7502351617936
330,1991.2222845111003
331,1992.0641037123485
332,2004.6113195095622
333,2004.1695626583976
334,1991.3771482266973
335,1989.9723688204472
336,1996.8257458695546
337,1981.3324222902663
338,1990.4800682972477
339,1999.3781763557422
340,2003.5149355672875
341,2003.066958909934
342,1990.8482001130274
343,1996.44211071974
344,1992.5164123413545
345,2002.7695029929223
346,1998.7773347747732
347,1992.4196326267183
348,1991.9816949268766
349,2006.2707956814788
350,2002.7668175074732
351,1992.0261581262698
352,1983.4722169987754
353,2000.5159897167694
354,2007.2605333079619
355,1986.3846684507193
356,2005.0796089533767
357,1991.1974568553305
358,2002.4193028008474
359,1991.27476784556
360,1992.4895733201217
361,1997.7179643101274
362,1998.7414441250494
363,1999.2412291081473
364,1992.0064337967844
365,2006.0805856304075
366,2006.9597436734848
367,2005.8234530142709
368,1992.0402368912519
369,2000.847824052778
370,2001.6278189120117
371,1981.7877987228449
372,2001.6158619273708
373,1999.1245796805476
374,1995.2628735237831
375,2007.9198175082936
376,2004.3072290479768
377,2004.0247651001362
378,1992.249489190247
379,2000.9370254770731
380,2003.0517973226217
381,2002.573433387458
382,1999.1990956782524
383,1990.492595406162
384,2006.891651788813
385,2000.7013714699528
386,1999.1906979618261
387,2003.0025869132685
388,1994.254278588843
389,2001.044017633583
390,1989.3768246397235
391,2003.9674766027938
392,1993.3602523554343
393,2002.0269911612352
394,1994.391705133272
395,2006.380801476673
396,1996.5086048142646
397,2001.8609675538632
398,2001.4972639046898
399,2001.5329050665998
400,1993.9069712638227
401,2000.1413282688075
402,2001.041913708145
403,1988.8873436168756
404,1993.156216722439
405,1988.94900698972
406,2005.92430861452
407,1998.6319507447142
408,2005.721495131612
409,1993.56880313237
410,2003.7124362704071
411,1990.796310283558
412,1988.768608662137
413,2003.6367544295586
414,1997.347582292362
415,1992.3978998968055
416,1992.7406861503152
417,1982.7417804759998
418,2005.6343842759545
419,1991.3414064863578
420,2005.5420197046458
421,2002.7152976184354
422,1995.7273643020796
423,1985.8672793391652
424,1996.0156410005636
425,1994.283624027284
426,1995.7309923851487
427,2002.9309586276358
428,2007.451157023444
429,2005.552627826164
430,2001.6520075545022
431,2000.2819440780852
432,1990.366042231437
433,2004.6595571560836
434,2005.3839815392964
435,1990.9246465897281
436,2004.5697246659856
437,2002.779438318352
438,1987.7824043982278
439,2002.8476962749405
440,1995.0345983583875
441,1991.536101023444
442,1987.4053397976927
443,1995.312645715224
444,2003.432149548913
445,2005.2681905356203
446,1983.9810617175274
447,1988.4302798407455
448,1993.4251618570506
449,2000.1490148175237
450,1990.237078923839
451,1989.6205817067546
452,1999.3467570540085
453,2003.3509092621814
454,1996.6873364532523
455,2008.3140418471528
456,2002.5065483359724
457,2002.2128039380177
458,1987.4903154491967
459,1985.3160183428236
460,1999.2902568127997
461,2000.0160801522647
462,1990.374105530327
463,2003.6920594470564
464,1986.2002977922164
465,1992.0090815141937
466,1986.3312098718527
467,2003.2886904336963
468,1995.7142557123843
469,2004.9260698984306
470,1995.410158644737
471,2007.0559941772547
472,1998.9757161765642
473,2000.1861217630517
474,1991.0962185345381
475,1997.8114818288511
476,2000.1586307548894
477,2002.8338447929189
478,1995.3745248376847
479,1991.1005451460999
480,1988.9170032012692
481,1996.3490739521317
482,1990.914801770627
483,1990.4731432634683
484,1997.5081831110554
485,2006.5535795176067
486,2002.7513785709966
487,2001.1612234478782
488,2006.4971846506874
489,1988.4761964448783
490,2002.9840117534293
491,2003.1242238122993
492,2002.1806932618533
493,2004.2188110282686
494,1985.2088729140223
495,2003.816789360764
496,1983.4475044670216
497,2005.4077934492673
498,1997.8285106994044
499,2004.8322135313722
500,1998.4223353064326
501,2004.9307581477158
502,2005.349812318589
503,1991.8184415610117
504,2004.2673159542287
505,1997.8362154292693
506,2006.0803278752094
507,2003.0079101838587
508,2001.9816439684357
509,2005.6267966699047
510,2005.2869931591142
511,1996.4071411933353
512,1993.0053301125943
513,1984.323505407912
514,1983.9778079392029
515,1984.7926495005584
516,1999.9746878675007
517,1991.176323120573
518,1990.1653868638307
519,1998.8869527774907
520,1991.2468459558418
521,2004.1987897019073
522,1998.35369331686
523,2005.4161109003253
524,1995.814817248358
525,2002.8820572030695
526,2003.190080043554
527,1998.7966413630497
528,2000.1778958338443
529,2004.9711254632432
530,2003.659744220317
531,2006.830569106661
532,2003.8811481705793
533,1985.052805399722
534,1998.236789012488
535,1983.0439336640911
536,2004.3262593597174
537,2000.2629302860914
538,1995.2191566262695
539,1994.8783412120315
540,2004.4264222657937
541,2003.980426464387
542,2001.9170021665386
543,1999.510329116267
544,2005.533231848109
545,1999.558169147762
546,2001.5571045325294
547,1995.5086319430957
548,2005.4270623004452
549,2002.2309229327093
550,1995.2367164891764
551,2003.5959184275991
552,2007.09794050951
553,2000.4420107758785
554,1996.5596124038782
555,1993.492827350682
556,2001.2586964082777
557,1999.696650953353
558,1982.1125765379172
559,2006.4581061779172
560,2003.4448577507778
561,1999.603747990439
562,1997.8528076616035
563,1983.285132349516
564,1992.6711422107244
565,1994.3429641784198
566,2004.3250616564774
567,1988.924527779822
568,1995.160136183455
569,1999.689799272837
570,2000.6346256587155
571,2003.3306773080112
572,2006.5243131845966
573,1999.4381110455786
574,1999.8953110768036
575,1986.1990604465586
576,2000.534529936212
577,2004.8204407198923
578,1994.3606944926378
579,1996.8700516807398
580,1998.125854444049
581,1991.55944769854
582,2004.8001203422189
583,2000.376704505691
584,2004.6737929415206
585,2002.9671136792283
586,1996.1481149268122
587,2002.621529458116
588,1998.9956050523074
589,1996.8262648192654
590,1993.6563143507135
591,1994.9231361430818
592,2003.0798185889307
593,1984.0267261601834
594,1985.6776861993976
595,1983.5135388943781
596,1997.3609868173235
597,2001.9318072143842
598,2007.5985758487004
599,1985.57172051174
600,2008.6227252446217
601,1999.5635883509433
602,1999.8189835290752
603,1987.2888780259639
604,2002.86992052767
605,2005.2757223437968
606,2005.7360626827644
607,1984.59076915546
608,2006.1414975762275
609,2002.954926151547
610,2006.6544565140696
611,1993.99141383817
612,2008.4853779438615
613,2001.217490635034
614,1984.3753721951782
615,1997.6540455237862
616,1984.3801524658525
617,2005.5937942347516
618,1997.571793177124
619,1982.1222610067152
620,2005.1500918463425
621,1994.4503493118605
622,2003.9407935326703
623,2007.6836479884034
624,2005.56628329368
625,1992.7325457289244
626,1995.4791771092046
627,2003.8351186238099
628,2007.0567036178984
629,1988.3020134640342
630,2004.7923387074677
631,2000.9147915935132
632,1985.9901206024053
633,1987.9235746635286
634,1991.0890220292924
635,1999.5398786989176
636,1995.5321961616435
637,2006.5186724352716
638,1991.4093537866752
639,1993.7061200039957
640,1984.4329232801572
641,2005.222239760991
642,2005.6985450737498
643,2003.6656987138565
644,2001.347055096843
645,1987.8317792225
646,2004.8488499529108
647,2004.516551555437
648,2004.4419768085347
649,1984.2353714888343
650,1980.6508600329053
651,1999.6833608132397
652,2006.5455919859885
653,1997.1442407880552
654,1998.3564021671311
655,2004.892406735759
656,2006.7167517713738
657,2001.906931204361
658,1995.96736757174
659,2003.5954949212012
660,2006.4950391141672
661,1995.147199313005
662,2009.0082483446038
663,1988.716610144161
664,1996.79378788622
665,2000.6532273928774
666,1999.162761974286
667,2005.4951781747918
668,2001.0846524502845
669,1996.7757866596103
670,1993.8777622430848
671,1998.9646589841718
672,2000.9202032023848
673,1995.3712526352685
674,2003.77546884622
675,1991.2962190813903
676,1993.0050933866692
677,1991.1650490258553
678,2006.1982540508548
679,1989.8559606766687
680,1991.4350612008711
681,1981.4491898363929
682,1989.3827684497792
683,2007.2328097304862
684,2006.1251480754336
685,1991.1373532045534
686,2004.8264998166835
687,1994.6405531098583
688,1984.7347371262151
689,1982.845088482322
690,2007.017252624849
691,2005.1679772490968
692,2003.6733736928309
693,1983.4605826502764
694,2000.0428643474306
695,1997.1391587212208
696,1990.1142831152945
697,1986.6297310059224
698,2000.993932218248
699,1980.0396126274165
700,1984.000676337597
701,1992.6560131140834
702,2000.9846454473236
703,1987.702954985307
704,2007.2095515539272
705,2005.221111539143
706,1995.3054145948424
707,1993.6870941485345
708,2003.7420361167121
709,2001.8924037978554
710,1996.1102422790939
711,1999.0411211071541
712,2003.746329851825
713,1991.2233265212346
714,1997.88417579191
715,1997.4751911143646
716,1993.5366498799328
717,1997.572927379228
718,2004.4351211274623
719,2000.0706697825851
720,1997.8474365273757
721,2003.7730788110634
722,1989.788257843391
723,2008.3516141894509
724,1992.5939044784857
725,1999.7593897895113
726,1991.5142922807847
727,1992.5839438927926
728,2003.8811096891013
729,2005.867880590998
730,1989.99471700699
731,2002.8035937321415
732,1992.0867135082465
733,2004.998404796867
734,2001.9581094409978
735,2002.2361625579774
736,2002.0859216370882
737,2005.5051702743299
738,2000.484158136809
739,2005.2962387330297
740,1997.3187594101862
741,1983.8725307861241
742,1992.0392641569272
743,1994.5891842642766
744,1990.9559672805244
745,2001.42178358674
746,2007.2454863525784
747,2004.3918458314777
748,2008.6083158621489
749,2002.459054783398
750,2005.5453170703197
751,1993.0700407346492
752,1986.115978848043
753,2000.70645578317
754,1991.3147749614288
755,1996.846093685432
756,1985.2432231600944
757,2003.712935615793
758,1991.2271745793494
759,1983.5010040219706
760,2004.7388086067476
761,1990.126843415585
762,2006.2023537658483
763,1984.1142816524905
764,2004.5935528996563
765,2001.563629534544
766,2003.1297836989222
767,1991.2587660851775
768,2001.163694030426
769,2005.2999840603688
770,2005.5817724194653
771,1998.8399389935182
772,1986.8148621213936
773,1985.1062298399377
774,2009.1772590520047
775,2001.1723729233065
776,2000.042145912213
777,1993.4454856207292
778,2007.384264438268
779,2005.4429737689284
780,2004.9806545533463
781,1991.4795512035348
782,2004.2867793820335
783,1992.2019433431228
784,1994.780242448908
785,2006.8069094923599
786,2005.98241316725
787,1997.5731294507762
788,1983.2320239659487
789,1994.4946297467702
790,1993.6456956394416
791,2004.2675968852177
792,1980.6508600329053
793,1991.867885574816
794,2002.023783852357
795,1997.2747148106932
796,2003.5158773095445
797,1980.6508600329053
798,2000.1906552902785
799,2004.8214420135846
800,2005.3481675912153
801,2004.2910094353094
802,1998.690439344536
803,1997.4306652881496
804,2003.650340054695
805,2002.8304774433939
806,2002.984275587017
807,1990.5242004614133
808,1997.5055983006214
809,1994.3129914328515
810,2005.211814805564
811,2000.9192765427008
812,1998.6061562750942
813,1983.624725524957
814,2002.0960313735984
815,1992.4467011605254
816,2002.7468272927
817,2007.5372440026617
818,2005.3131034909973
819,1997.498842183715
820,1991.6678359172704
821,2002.190219298673
822,2003.8561170730782
823,2003.3419910784655
824,1990.2588753478074
825,1991.3411025625255
826,2000.9069673363392
827,2001.9788497755121
828,2004.7306004017325
829,1998.0498733638372
830,1995.1698260735504
831,1998.898572247127
832,2002.407758697607
833,2003.567452924001
834,2000.9292672449883
835,2005.8521405657536
836,2005.9768695599391
837,2002.808667701784
838,1988.3359043653036
839,2003.5116537084475
840,1989.8965377433349
841,1996.4247774666326
842,2001.9192302107444
843,1989.1395747104634
844,1989.1223444602108
845,1997.0363110537878
846,1980.6508600329053
847,1995.9657786456542
848,1999.6577097167387
849,2005.9061733746553
850,2004.1494899495688
851,1995.5828643846503
852,1995.8359965371783
853,2005.438548760942
854,1991.2293951558079
855,1998.3823019070055
856,1996.3516517462774
857,2009.401176430003
858,1991.593394480275
859,1994.7290320704474
860,2000.4473050300555
861,1988.2043800548956
862,2004.3519345474258
863,2003.7868736736586
864,2004.5400336913146
865,1988.6596972356033
866,2004.4309020692842
867,1992.4726851038934
868,1992.497636054798
869,1993.6675553306243
870,1981.7693762417382
871,2003.1146879585792
872,1998.1919023268183
873,1986.4678698348453
874,1980.6508600329053
875,2005.1580291552357
876,1984.2955684154745
877,1996.0811405637567
878,1986.2623367547665
879,1997.5805595322695
880,1997.9285940952445
881,1987.3857526424033
882,2002.3593889972456
883,1999.531854964884
884,2005.0054155937955
885,2004.317151410886
886,1999.6213303053987
887,2007.4151505710454
888,1992.8917005038759
889,2001.8364661232797
890,1999.531338198579
891,2002.9136980482497
892,1981.252212914591
893,1998.8458010261775
894,2001.8936441803758
895,1988.76162927538
896,1998.1879143943638
897,2001.2611670836172
898,1993.2900807882718
899,1997.6966550888064
900,2005.0236252372183
901,1996.6420098816964
902,2006.253809424746
903,2004.77063758987
904,2007.3558331932318
905,1998.0157936300207
906,2000.6264087820769
907,2004.3990521803719
908,1985.8806807783099
909,1980.6508600329053
910,1992.5836102732637
911,2000.255191819686
912,2002.7550552115538
913,1999.1225452840295
914,1982.2012574859575
915,1990.5157557094442
916,1992.8278384786236
917,1996.5359233997858
918,2001.575990781945
919,1996.3909667456494
920,2000.1325586163657
921,1987.5036764020688
922,1988.1189593750314
923,1990.7984731827166
924,1992.6765308786867
925,2003.566089902181
926,2005.3087162033698
927,1983.4571085497473
928,1991.5036506156137
929,1982.5982300254734
930,1993.3839522073904
931,2006.8219186775395
932,2005.2740180796561
933,1994.0949460490276
934,1993.967273787685
935,1995.1183050709274
936,1995.7534791848584
937,1984.9168951900435
938,2003.6205666506157
939,1987.8149840981107
940,2003.143285856421
941,2008.6381556883277
942,1990.8016321792643
943,2004.1420754498367
944,1999.791648182406
945,1987.3028606511575
946,1993.1199164872971
947,1995.9400451355407
948,1997.5323379179727
949,1996.7637442276246
950,2002.8068793888826
951,1980.6508600329053
952,1992.9190410872245
953,1989.2844997834513
954,2000.2148498315814
955,1997.4025104797113
956,2006.1176959147642
957,2004.2194133735416
958,1998.14041386212
959,2003.8631567891969
960,2004.335891908495
961,2004.7125120591293
962,2005.6887974035405
963,2005.7509074185054
964,1997.8180661727356
965,1994.772708388995
966,2002.6675133843423
967,1995.0058018977938
968,1989.1529481172233
969,1993.133181258702
970,1998.6539625058963
971,1995.98362068159
972,2000.2580598276957
973,2001.3985135984922
974,2006.926023129663
975,1993.6106939520662
976,1994.8225633646568
977,2002.489427120415
978,2002.8367107673746
979,1982.9999994586935
980,1999.1497819771482
981,2002.5923140963441
982,2005.3267970707311
983,2001.0254549244119
984,1996.3891257809546
985,1997.8901899250272
986,1989.0071840148719
987,1993.2115460249388
988,1997.8060421747023
989,2003.947292954026
990,2005.1865856048819
991,1985.3057607548262
992,1992.1746534848942
993,1999.0206839061875
994,1989.021443909986
995,2002.8779154356216
996,1999.1529537836334
997,2000.3928247704798
998,1986.1560735635787
999,1999.5388446972877
1000,2001.0897178348266
1001,2006.4496990952427
1002,1994.0769571207363
1003,2006.2311041866813
1004,2001.1116648664304
1005,2005.1353646717403
1006,2001.1365606798493
1007,2006.5265529167573
1008,1992.460017226234
1009,2003.224641827573
1010,2002.7702948003237
1011,1998.2141534611858
1012,2007.001673472416
1013,1991.5887569119757
1014,2005.3888498475062
1015,2000.2835307590522
1016,2003.3939269214638
1017,2003.8735916723717
1018,1991.148303339488
1019,2005.0649667510709
1020,2004.227524489996
1021,2004.1870512861997
1022,1990.8497010943818
1023,1990.5843229578254
1024,1992.1531042559852
1025,2004.2502173599148
1026,2002.8893268607762
1027,2001.4819723475387
1028,2000.4309465375447
1029,1991.5274106839813
1030,2007.7134582918607
1031,1980.6592257676948
1032,2004.4488712630925
1033,2001.1815492399437
1034,1986.6244609060109
1035,2005.1371683778868
1036,1995.3278583071929
1037,2003.4200955179433
1038,2005.1525026804989
1039,1999.5133045793225
1040,1993.2214810345213
1041,2003.9379022632247
1042,1998.5296087069273
1043,1995.6845759180253
1044,1982.7024237934484
1045,1980.6508600329053
1046,1993.199483726934
1047,2007.7269806844963
1048,2007.5871129412324
1049,1981.51203134512
1050,1991.2161425577285
1051,2003.9247162615552
1052,1989.2714562317242
1053,2003.2125122058214
1054,1996.1167719183386
1055,1999.7679230443948
1056,2004.8377852981453
1057,2005.586966720022
1058,2005.4025452854294
1059,2004.9282428575375
1060,1991.7677214942735
1061,2003.0482783337804
1062,2005.3180326443037
1063,1985.5173808135712
1064,2003.3545813356195
1065,2005.3600706692025
1066,2002.1823306299623
1067,2001.4590747714744
1068,2002.2255108086597
1069,1988.9459836775823
1070,2006.438923884314
1071,1999.001615786845
1072,1993.9510159455242
1073,1998.5310624705105
1074,2003.0177260578541
1075,2004.9241605938394
1076,2005.990198444227
1077,2005.7172598912575
1078,1989.121878732483
1079,2000.0707909528244
1080,2000.0226447677119
1081,2003.6266462432368
1082,1993.4588462667396
1083,1999.6607481394458
1084,2001.2129002376787
1085,2002.200650343743
1086,1991.963428796794
1087,2005.9136145382686
1088,1989.9385601866936
1089,1994.7486363421351
1090,2006.5744204153707
1091,2006.100311859224
1092,2006.4733323228324
1093,1984.1770817078273
1094,1994.771453480547
1095,2006.699600282505
1096,2004.2708930942956
1097,2006.1771409523146
1098,2004.5737237260037
1099,1998.2667705666474
1100,2005.6452047743107
1101,2002.3064414467472
1102,2002.705724670063
1103,1996.8209331966627
1104,2002.9896054438454
1105,2003.9340429827705
1106,1995.2207215459355
1107,2001.9011512170416
1108,1993.1169400899064
1109,2007.4713426405956
1110,1982.0424649563943
1111,1997.393690176783
1112,2005.3072941056887
1113,2001.9013663232497
1114,2006.6467793170007
1115,1995.8402578671412
1116,1986.4821703615787
1117,1997.2978931794676
1118,1988.4825813843872
1119,2007.9863156019012
1120,1993.7789364310042
1121,1991.873044001554
1122,1988.8745578778849
1123,2001.324980464127
1124,1982.6189922928008
1125,1985.2648932607192
1126,1997.0248393553431
1127,2005.7415843973263
1128,1994.7610415062536
1129,2007.894891015954
1130,2002.9700200412537
1131,1985.51115962048
1132,2001.250539621604
1133,2000.5024025957234
1134,1997.6928360882328
1135,1993.5722266366927
1136,1995.5938589765287
1137,2003.8331497857134
1138,2004.3298992711718
1139,2005.006675871058
1140,1992.248306367667
1141,2002.9427368741792
1142,2006.981097721983
1143,2004.3263572825401
1144,1999.1246306197181
1145,2002.9597116228842
1146,2000.0944805206939
1147,2008.0730800555975
1148,2004.790856981526
1149,2001.806928726318
1150,2005.7898537130545
1151,1989.3586555323927
1152,1999.4253937013193
1153,2002.2660975351012
1154,2003.578383797487
1155,1994.0782161343018
1156,2005.9984125739823
1157,1990.7938520092528
1158,1993.3919863708168
1159,2003.7726763129053
1160,1992.4749981962377
1161,1995.4205537055373
1162,2000.8108655675283
1163,1994.1510272025216
1164,1992.9753049355504
1165,2006.0809069420984
1166,1991.8147735025877
1167,2004.877366256517
1168,2004.4612497888966
1169,2005.5943360266099
1170,1994.0260350896795
1171,1991.7513798050736
1172,2005.024857634746
1173,2002.541557958956
1174,2005.839356806897
1175,1996.9811646366709
1176,2001.5165819308338
1177,1995.3502836808289
1178,1994.544024778213
1179,1993.4252940026656
1180,1996.432162200978
1181,2007.2213510765587
1182,1992.5238106368383
1183,2005.063298533933
1184,1991.577588374292
1185,2005.006767532627
1186,1995.1129129121425
1187,2004.5086928211758
1188,1999.5023288294901
1189,2003.1417744404519
1190,2004.1737330919295
1191,1985.8290232834638
1192,2006.270867953477
1193,1995.9361612284981
1194,1991.9527098589547
1195,2003.4002436413462
1196,1996.8856486654445
1197,1993.9952166646046
1198,1999.5794213011918
1199,1991.889665448367
1200,1995.1744586598936
1201,2000.2858306854637
1202,2001.0420515683331
1203,1992.5571281703128
1204,1994.1440940559642
1205,2004.2659593843407
1206,2004.1300434489733
1207,2004.121546403979
1208,1983.972785004576
1209,2006.0502219152215
1210,2004.4448330148305
1211,1982.5211936826393
1212,2006.3409295489644
1213,2007.191146279855
1214,2006.4660143311448
1215,1994.0534418336915
1216,2003.9923799710111
1217,1986.6102970385168
1218,2001.3293285656418
1219,1980.9551475815947
1220,1987.2153480207598
1221,1997.87024827661
1222,1999.231190193754
1223,2000.6565808666178
1224,2004.5824736755148
1225,2005.7882371894702
1226,1998.30467660286
1227,1986.8013864699965
1228,2003.8201541431279
1229,1994.8646108216826
1230,2006.867206501271
1231,1992.8450178174185
1232,2003.755557288409
1233,1993.4027393026083
1234,2000.0539707246833
1235,1993.3781689559685
1236,2005.4247205116706
1237,2003.3533686989522
1238,2004.3064231990536
1239,1990.321437192755
1240,2005.9555259701788
1241,2005.388148397238
1242,1991.8361727813287
1243,2004.0865058134216
1244,2000.8693604105877
1245,1987.4465511470812
1246,2001.3213339322588
1247,2004.0940820373692
1248,2004.2693829936266
1249,2002.7812809899494
1250,2007.7934178762723
1251,2002.6061501178235
1252,1995.269771619951
1253,1980.7435649080207
1254,2000.9086124827775
1255,1988.9489314019254
1256,1997.210060719381
1257,2005.4123646821333
1258,2002.9016336989703
1259,2006.8971454520834
1260,1997.3140482135952
1261,1996.0636052150792
1262,1983.2459369822184
1263,1996.811302925085
1264,1989.830821742271
1265,1992.6787778787163
1266,2001.9325633361534
1267,2002.5339631185054
1268,1997.9802747628705
1269,1999.8905979883323
1270,1987.3273701237672
1271,1989.7016646975567
1272,2005.0558750090468
